Ruta_SAK,Semana,TotalSales
1039,5,690943.6300
1039,6,667849.8200
1039,7,821049.4400
1039,8,779434.0600
1039,9,852321.4900
1040,3,889218.5000
1040,4,797599.1100
1040,5,775717.0500
1040,6,828727.8200
1040,7,914565.8000
1040,8,918395.3300
1040,9,959465.2100
1041,3,901914.3100
1041,4,855623.5500
1041,5,837231.6200
1041,6,840911.9800
1041,7,913011.1500
1041,8,963890.6700
1041,9,1018552.3300
1042,3,990881.2800
1042,4,933083.2000
1042,5,906421.7800
1042,6,872845.8400
1042,7,935337.1300
1042,8,1009896.3600
1042,9,1035731.3600
1043,3,696489.3000
1043,4,649756.8000
1043,5,613360.9100
1043,6,607307.2600
1043,7,663704.3900
1043,8,684068.7600
1043,9,729904.3300
1044,3,533533.6900
1044,4,477204.1800
1044,5,496737.7100
1044,6,498379.8700
1044,7,504878.2400
1044,8,541867.1400
1044,9,575735.1100
1045,3,530296.8100
1045,4,494846.5800
1045,5,430622.5600
1045,6,446644.4900
1045,7,438912.9900
1045,8,459828.5100
1045,9,481837.4000
1046,3,463008.2800
1046,4,414344.5100
1046,5,386658.6700
1046,6,339832.3200
1046,7,362591.2100
1046,8,410339.6200
1046,9,407531.1100
1047,3,403653.0800
1047,4,334080.4100
1047,5,340006.6700
1047,6,317509.4100
1047,7,324562.6400
1047,8,356051.8900
1047,9,357545.8400
1048,3,427314.6200
1048,4,402544.7300
1048,5,366030.1500
1048,6,356495.4200
1048,7,376443.9700
1048,8,420862.0000
1048,9,409210.3300
1049,3,441967.4800
1049,4,400067.6400
1049,5,407565.1000
1049,6,363121.4500
1049,7,393628.0300
1049,8,420508.1700
1049,9,432046.8400
1050,3,863720.2600
1050,4,807038.4500
1050,5,895557.0300
1050,6,872966.7600
1050,7,901639.7800
1050,8,1026980.2500
1050,9,1016660.1600
1051,3,2154634.9000
1051,4,2104401.3300
1051,5,2115901.7800
1051,6,2022993.6600
1051,7,2152067.4300
1051,8,2239759.3700
1051,9,2277511.6200
1052,3,1888996.0600
1052,4,1916423.1400
1052,5,1922199.4100
1052,6,1816538.6900
1052,7,1963992.4700
1052,8,2028898.9700
1052,9,2088978.5000
1053,3,1843737.1700
1053,4,1908122.4000
1053,5,1926348.3400
1053,6,1799512.6800
1053,7,1937556.9700
1053,8,2053997.5100
1053,9,2153804.9000
1054,3,1759549.3400
1054,4,1745610.8400
1054,5,1775297.8800
1054,6,1683705.6500
1054,7,1810736.9600
1054,8,1868108.9000
1054,9,1975582.4100
1055,3,1453634.6200
1055,4,1460381.0200
1055,5,1457000.3300
1055,6,1352219.8300
1055,7,1540571.0000
1055,8,1571197.5400
1055,9,1578570.0500
1056,3,1487787.2600
1056,4,1479793.7600
1056,5,1467732.8800
1056,6,1384998.0900
1056,7,1561588.0000
1056,8,1588637.4900
1056,9,1642889.5900
1057,3,1492380.1500
1057,4,1509848.8200
1057,5,1507646.9000
1057,6,1383026.2400
1057,7,1613843.7400
1057,8,1666560.3500
1057,9,1676193.5800
1058,3,1383497.8800
1058,4,1382845.4300
1058,5,1390062.0900
1058,6,1299124.6300
1058,7,1452994.7100
1058,8,1524253.9200
1058,9,1553816.1000
1059,3,1330602.4400
1059,4,1366319.5300
1059,5,1375376.7400
1059,6,1310534.6000
1059,7,1458374.7400
1059,8,1501261.6600
1059,9,1591092.9200
1060,3,1350735.1700
1060,4,1377926.2600
1060,5,1387616.2500
1060,6,1288425.1400
1060,7,1399207.8900
1060,8,1412056.4700
1060,9,1483499.4100
1061,3,1395933.3800
1061,4,1387934.8100
1061,5,1365378.3200
1061,6,1314993.5000
1061,7,1424799.8500
1061,8,1430000.2500
1061,9,1503968.5700
1062,3,1195601.2400
1062,4,1185405.3100
1062,5,1146190.3000
1062,6,1047484.0100
1062,7,1190388.2400
1062,8,1188014.7700
1062,9,1252390.2300
1063,3,1119525.8500
1063,4,1129683.9000
1063,5,1073715.8400
1063,6,1001224.2800
1063,7,1123015.0800
1063,8,1131166.7300
1063,9,1193669.4000
1064,3,962067.8800
1064,4,964222.7300
1064,5,983665.9200
1064,6,928313.0000
1064,7,1038769.6500
1064,8,1044094.6900
1064,9,1098850.1400
1065,3,916723.2900
1065,4,935383.8700
1065,5,904831.0900
1065,6,844707.3800
1065,7,925518.7700
1065,8,959237.0800
1065,9,997024.8900
1066,3,794404.5900
1066,4,801918.9000
1066,5,779684.8100
1066,6,742994.2800
1066,7,834872.8400
1066,8,856076.8300
1066,9,890466.1000
1067,3,745940.3200
1067,4,761087.4100
1067,5,714305.5900
1067,6,673358.5100
1067,7,734064.2500
1067,8,753323.0600
1067,9,789247.2200
1068,3,513252.7800
1068,4,528478.5600
1068,5,542371.3200
1068,6,505318.6500
1068,7,564452.1000
1068,8,563009.7700
1068,9,594196.3500
1069,3,612529.2800
1069,4,609715.3000
1069,5,600706.9400
1069,6,579193.1200
1069,7,638845.3200
1069,8,652355.2800
1069,9,680768.7100
1070,3,693355.6200
1070,4,715747.7900
1070,5,682983.3800
1070,6,622641.5900
1070,7,714413.3400
1070,8,727530.5000
1070,9,746426.4000
1071,3,678028.1600
1071,4,680886.0100
1071,5,635601.2500
1071,6,622631.4600
1071,7,677171.0500
1071,8,673692.8500
1071,9,704128.5900
1072,3,664260.9800
1072,4,677642.6200
1072,5,659490.1000
1072,6,621293.8400
1072,7,661581.4100
1072,8,696895.9700
1072,9,687491.7900
1073,3,612847.5800
1073,4,645661.5500
1073,5,650171.7300
1073,6,620337.2100
1073,7,654792.8300
1073,8,666789.6400
1073,9,698827.8100
1074,3,613608.9700
1074,4,593814.5400
1074,5,555036.8500
1074,6,551522.7100
1074,7,603898.4400
1074,8,609671.5400
1074,9,623823.8800
1075,3,635712.3800
1075,4,585273.2400
1075,5,550859.4800
1075,6,549395.1700
1075,7,583511.9600
1075,8,588036.9100
1075,9,607453.1500
1076,3,519939.1300
1076,4,487353.8600
1076,5,463651.1700
1076,6,451883.9500
1076,7,488563.7200
1076,8,491951.4600
1076,9,502947.0200
1077,3,532532.1300
1077,4,512203.7500
1077,5,475364.5700
1077,6,473787.9400
1077,7,514286.5800
1077,8,508081.0400
1077,9,535122.6100
1078,3,448848.3900
1078,4,419985.5600
1078,5,373375.3900
1078,6,375484.4000
1078,7,389119.6500
1078,8,405690.5700
1078,9,422377.5900
1079,3,387878.0500
1079,4,371777.9600
1079,5,341970.1000
1079,6,335315.5000
1079,7,348604.6700
1079,8,338772.7000
1079,9,367467.2900
1080,3,342671.8200
1080,4,327048.4800
1080,5,283061.3200
1080,6,272226.5900
1080,7,285722.6300
1080,8,273727.1200
1080,9,288903.4000
1081,3,352543.5100
1081,4,345070.4000
1081,5,302778.6800
1081,6,293758.0300
1081,7,295057.1000
1081,8,295859.5000
1081,9,313853.1100
1082,3,438690.1400
1082,4,412256.7900
1082,5,387327.2500
1082,6,358539.5700
1082,7,383424.9200
1082,8,379729.4900
1082,9,386512.1700
1083,3,407489.9600
1083,4,381340.8100
1083,5,323212.8000
1083,6,305336.1000
1083,7,332940.8100
1083,8,320922.8500
1083,9,355815.3600
1084,3,391918.1300
1084,4,357995.5800
1084,5,308076.8800
1084,6,282348.6300
1084,7,314933.1900
1084,8,315343.5500
1084,9,347304.4900
1085,3,269501.6400
1085,4,259878.2300
1085,5,204976.2200
1085,6,190330.6000
1085,7,210499.1400
1085,8,188940.6500
1085,9,206154.4400
1086,3,316791.0800
1086,4,289387.0300
1086,5,241786.1300
1086,6,235392.7000
1086,7,259132.2500
1086,8,245334.3100
1086,9,263220.4400
1087,3,223133.2500
1087,4,206500.7500
1087,5,171697.2800
1087,6,159393.9900
1087,7,180760.8700
1087,8,161780.3600
1087,9,199366.6900
1088,3,174001.8000
1088,4,160172.9100
1088,5,127777.9100
1088,6,120773.3700
1088,7,127290.9000
1088,8,109775.6800
1088,9,145173.4700
1089,3,151833.4900
1089,4,137782.7000
1089,5,152266.6800
1089,6,152352.2500
1089,7,144121.9800
1089,8,122717.1900
1089,9,159937.7500
1090,3,157447.7800
1090,4,150741.2800
1090,5,133454.4800
1090,6,129129.3600
1090,7,141666.3000
1090,8,128456.3400
1090,9,152727.0900
1091,3,128854.1800
1091,4,108386.6600
1091,5,125734.7600
1091,6,121353.4100
1091,7,123430.9100
1091,8,111619.4800
1091,9,135182.6300
1092,3,97772.2100
1092,4,79957.5400
1092,5,91132.2100
1092,6,89224.4900
1092,7,93882.1200
1092,8,74881.0100
1092,9,102704.6100
1093,3,64866.5800
1093,4,51813.2200
1093,5,59121.2400
1093,6,53537.1200
1093,7,56603.1700
1093,8,50263.3700
1093,9,67706.6000
1094,3,51986.9800
1094,4,43382.2700
1094,5,48615.5700
1094,6,50399.3600
1094,7,47208.2300
1094,8,40824.5500
1094,9,54376.2900
1095,3,97051.1000
1095,4,73359.8000
1095,5,89879.8200
1095,6,77996.3700
1095,7,74582.7500
1095,8,83762.6000
1095,9,89028.8700
1096,3,46059.1200
1096,4,42495.6100
1096,5,17017.1700
1096,6,17312.9200
1096,7,18825.4200
1096,8,19331.2000
1096,9,18064.0600
1097,3,29737.0400
1097,4,30180.2400
1097,5,26092.0200
1097,6,26357.6300
1097,7,27402.9100
1097,8,29725.1200
1097,9,30575.4800
1098,3,28730.7600
1098,4,29096.8500
1098,5,29283.0300
1098,6,29275.4000
1098,7,29375.8700
1098,8,32273.1000
1098,9,30935.4900
1099,9,658.8000
1100,6,624.1200
1101,3,2808893.4700
1101,4,2835206.8200
1101,5,2854407.7400
1101,6,2840664.1000
1101,7,2872360.4300
1101,8,2577659.3600
1101,9,2463587.2200
1102,3,2668560.6500
1102,4,2694304.2800
1102,5,2694875.4900
1102,6,2698800.0800
1102,7,2668325.7800
1102,8,2475141.2200
1102,9,2349415.0000
1103,3,2687877.1600
1103,4,2705650.7700
1103,5,2724806.0600
1103,6,2751880.4200
1103,7,2731461.1500
1103,8,2476206.4600
1103,9,2387637.5700
1104,3,2316859.6000
1104,4,2380444.8800
1104,5,2441031.8700
1104,6,2483771.6900
1104,7,2472610.5500
1104,8,2246349.4500
1104,9,2134114.0000
1105,3,2144666.4600
1105,4,2160094.0600
1105,5,2206653.4700
1105,6,2231777.0600
1105,7,2210309.1400
1105,8,2048260.2400
1105,9,1932210.5000
1106,3,1813433.4300
1106,4,1822697.4300
1106,5,1882244.4400
1106,6,1945135.0700
1106,7,1964224.2900
1106,8,1837837.1700
1106,9,1694327.3200
1107,3,1597102.6500
1107,4,1638099.0200
1107,5,1638461.5500
1107,6,1677249.0400
1107,7,1708458.6700
1107,8,1589566.6400
1107,9,1491726.3600
1108,3,1305818.4400
1108,4,1385344.0000
1108,5,1375211.8300
1108,6,1467902.3600
1108,7,1478091.5600
1108,8,1349133.0400
1108,9,1283729.5900
1109,3,1228584.7200
1109,4,1210689.8100
1109,5,1213117.7700
1109,6,1294413.0300
1109,7,1306189.5900
1109,8,1152854.2500
1109,9,1104069.2800
1110,3,1476073.6700
1110,4,1530831.0700
1110,5,1490916.6500
1110,6,1534913.7500
1110,7,1514112.8500
1110,8,1377404.2800
1110,9,1301761.9500
1111,3,1603883.8300
1111,4,1600383.9100
1111,5,1648384.5100
1111,6,1708423.3600
1111,7,1666444.1800
1111,8,1540446.6200
1111,9,1485915.5000
1112,3,1726530.6000
1112,4,1734292.9100
1112,5,1753206.4500
1112,6,1782713.4200
1112,7,1799802.5600
1112,8,1631225.0600
1112,9,1594691.5900
1113,3,1517547.7300
1113,4,1501403.1200
1113,5,1513909.7700
1113,6,1562413.8500
1113,7,1559545.6100
1113,8,1443324.6200
1113,9,1371417.1300
1114,3,1505820.8700
1114,4,1512897.8100
1114,5,1538825.6700
1114,6,1557170.2400
1114,7,1566539.3800
1114,8,1408573.1400
1114,9,1378443.6500
1115,3,1236274.1400
1115,4,1206465.9400
1115,5,1256780.3800
1115,6,1273301.2000
1115,7,1337276.7200
1115,8,1209044.5500
1115,9,1094457.6000
1116,3,1127079.3000
1116,4,1061066.9900
1116,5,1067774.2500
1116,6,1115854.0800
1116,7,1157310.0100
1116,8,1070687.8400
1116,9,1018596.2300
1117,3,924982.3500
1117,4,906806.6400
1117,5,899745.5500
1117,6,939480.1400
1117,7,987797.2400
1117,8,928296.2600
1117,9,859645.3000
1118,3,819064.4300
1118,4,806902.4400
1118,5,805071.3700
1118,6,854906.3300
1118,7,887334.1100
1118,8,782122.0000
1118,9,732930.3200
1119,3,647268.9300
1119,4,627891.3500
1119,5,635033.0400
1119,6,662948.2800
1119,7,717715.9900
1119,8,661695.6800
1119,9,597791.9200
1120,3,707283.2200
1120,4,700698.9100
1120,5,705047.6600
1120,6,734659.7200
1120,7,780599.3100
1120,8,726205.8700
1120,9,651218.9300
1121,3,1270589.4200
1121,4,1268504.8900
1121,5,1280476.8200
1121,6,1288305.9200
1121,7,1296240.6300
1121,8,1165944.4900
1121,9,1063156.6400
1122,3,1096404.9500
1122,4,1087182.6700
1122,5,1074124.4900
1122,6,1120785.7300
1122,7,1122308.6700
1122,8,1012149.8200
1122,9,932687.4400
1123,3,1197073.1800
1123,4,1222831.5600
1123,5,1224384.6800
1123,6,1219461.1900
1123,7,1249494.0700
1123,8,1120718.6200
1123,9,1046610.1500
1124,3,1042250.5900
1124,4,1054502.2200
1124,5,1021312.7300
1124,6,1036389.7800
1124,7,1039229.3000
1124,8,946513.5000
1124,9,875057.8600
1125,3,1084445.9200
1125,4,1093969.3100
1125,5,1085676.2200
1125,6,1093703.5100
1125,7,1116859.5600
1125,8,1010929.3500
1125,9,954644.6300
1126,3,980561.3900
1126,4,965316.0800
1126,5,982996.3800
1126,6,987688.1200
1126,7,979632.0200
1126,8,899661.8700
1126,9,833925.7800
1127,3,821380.2600
1127,4,860176.4100
1127,5,848303.2400
1127,6,852268.6500
1127,7,893287.0500
1127,8,801053.0800
1127,9,716086.2100
1128,3,626770.1400
1128,4,641093.6700
1128,5,636323.6300
1128,6,682469.2900
1128,7,697756.8700
1128,8,595943.0800
1128,9,545081.0000
1129,3,658347.0700
1129,4,632591.5500
1129,5,646019.0500
1129,6,649326.6500
1129,7,697880.3100
1129,8,604105.1000
1129,9,542948.9400
1130,3,699010.8900
1130,4,687259.4000
1130,5,712819.2800
1130,6,678728.7000
1130,7,702270.9800
1130,8,614537.7700
1130,9,570413.3700
1131,3,979236.4200
1131,4,919161.8600
1131,5,922472.7900
1131,6,981818.5500
1131,7,1024416.3100
1131,8,872746.6300
1131,9,840831.7800
1132,3,936935.6100
1132,4,900291.6900
1132,5,928409.7000
1132,6,990873.5300
1132,7,1050139.7400
1132,8,941810.4300
1132,9,882443.0100
1133,3,919940.5600
1133,4,877185.7000
1133,5,878123.5900
1133,6,951170.7700
1133,7,967761.2900
1133,8,890575.7800
1133,9,829514.2300
1134,3,862617.3700
1134,4,848646.0800
1134,5,846690.7200
1134,6,923334.4700
1134,7,954636.4700
1134,8,865281.5000
1134,9,820382.3800
1135,3,605766.1500
1135,4,595630.2900
1135,5,621360.5300
1135,6,654426.5800
1135,7,678411.8500
1135,8,603693.8500
1135,9,564816.3600
1136,3,568356.3600
1136,4,540512.6900
1136,5,518467.2400
1136,6,591558.7700
1136,7,609781.0400
1136,8,562467.0700
1136,9,540006.6000
1137,3,579678.8200
1137,4,538760.0200
1137,5,563421.9400
1137,6,611847.3900
1137,7,654896.2100
1137,8,600286.4400
1137,9,561115.6900
1138,3,431052.1400
1138,4,414812.9800
1138,5,445378.0400
1138,6,457843.0500
1138,7,512982.2700
1138,8,477167.5700
1138,9,447096.4500
1139,3,546191.1100
1139,4,527169.6700
1139,5,535870.2900
1139,6,573690.7200
1139,7,623992.3600
1139,8,553843.9600
1139,9,531747.1500
1140,3,562055.6600
1140,4,542701.0000
1140,5,571102.7800
1140,6,628863.4100
1140,7,640462.0400
1140,8,581743.0000
1140,9,547733.5200
1141,3,451458.1100
1141,4,455020.1800
1141,5,477647.6800
1141,6,492851.1400
1141,7,517738.4500
1141,8,480741.6000
1141,9,450154.1300
1142,3,561558.6300
1142,4,574745.2900
1142,5,591753.1300
1142,6,597013.0200
1142,7,622595.1000
1142,8,574778.6400
1142,9,524692.3400
1143,3,435564.9200
1143,4,434486.0400
1143,5,458098.7600
1143,6,470699.9100
1143,7,489164.9700
1143,8,460108.3100
1143,9,430022.1900
1144,3,373335.7200
1144,4,392215.3800
1144,5,443306.9600
1144,6,454240.5500
1144,7,463221.4800
1144,8,425901.1500
1144,9,406791.4600
1145,3,295714.8600
1145,4,309005.3100
1145,5,327762.6300
1145,6,363356.6200
1145,7,359332.5500
1145,8,332629.4100
1145,9,320049.8100
1146,3,228891.5200
1146,4,229313.4000
1146,5,246903.0000
1146,6,235017.2000
1146,7,238447.8200
1146,8,204292.5400
1146,9,190137.6100
1147,3,214443.6400
1147,4,179974.8800
1147,5,181725.3500
1147,6,172861.1800
1147,7,181182.3300
1147,8,167655.3300
1147,9,143559.5100
1148,3,239724.7500
1148,4,244995.3700
1148,5,252644.8700
1148,6,245721.5300
1148,7,247991.8900
1148,8,219912.4800
1148,9,194459.7300
1149,3,223920.6500
1149,4,249953.3600
1149,5,257004.0200
1149,6,256820.0500
1149,7,259808.2400
1149,8,232188.4400
1149,9,213467.5700
1150,3,519380.8300
1150,4,528446.5400
1150,5,620459.8800
1150,6,601976.7000
1150,7,599463.2400
1150,8,558460.0600
1150,9,545355.3700
1151,3,1399301.3100
1151,4,1450792.7200
1151,5,1537618.6000
1151,6,1565064.2200
1151,7,1573483.6300
1151,8,1497666.2100
1151,9,1426468.8900
1152,3,1398296.8600
1152,4,1454232.3500
1152,5,1566464.9700
1152,6,1582964.9700
1152,7,1566379.1100
1152,8,1443644.9000
1152,9,1400327.7100
1153,3,1181604.2700
1153,4,1259347.6300
1153,5,1391354.5900
1153,6,1398427.3200
1153,7,1348443.0800
1153,8,1290397.1200
1153,9,1208698.4200
1154,3,1196399.2400
1154,4,1244738.4400
1154,5,1379537.1700
1154,6,1365210.3000
1154,7,1353384.2500
1154,8,1295003.3000
1154,9,1234596.4900
1155,3,1030747.9200
1155,4,1118905.2900
1155,5,1210000.9900
1155,6,1190698.0800
1155,7,1198393.0700
1155,8,1151561.4600
1155,9,1078157.2700
1156,3,1112053.7300
1156,4,1208923.0000
1156,5,1279292.3800
1156,6,1239614.6000
1156,7,1302073.5800
1156,8,1245113.3500
1156,9,1188124.6500
1157,3,1000273.0000
1157,4,1106427.0300
1157,5,1156758.0300
1157,6,1147288.9400
1157,7,1172736.2600
1157,8,1142026.7400
1157,9,1046090.3200
1158,3,986486.8300
1158,4,1049332.6400
1158,5,1127676.3000
1158,6,1138699.7100
1158,7,1151556.2700
1158,8,1080519.5700
1158,9,1018553.1800
1159,3,899722.3800
1159,4,970290.5200
1159,5,1044747.2600
1159,6,1036020.6800
1159,7,1075532.9500
1159,8,1022048.9100
1159,9,965401.1300
1160,3,880162.0000
1160,4,952665.2100
1160,5,1040474.1500
1160,6,1025559.2200
1160,7,1009593.4500
1160,8,960549.2900
1160,9,864667.7200
1161,3,877506.3300
1161,4,901352.4200
1161,5,998029.0000
1161,6,1011467.4200
1161,7,1008503.0800
1161,8,968332.3100
1161,9,887842.8900
1162,3,808879.7200
1162,4,877124.0900
1162,5,959356.1200
1162,6,989042.0600
1162,7,992287.6500
1162,8,929396.8500
1162,9,860685.6500
1163,3,678575.1200
1163,4,760726.4900
1163,5,846294.6300
1163,6,856302.7100
1163,7,890782.5400
1163,8,842536.5900
1163,9,768269.5200
1164,3,625527.7100
1164,4,684159.4600
1164,5,767456.7100
1164,6,767525.6000
1164,7,805175.2700
1164,8,743819.6600
1164,9,685809.8900
1165,3,619467.5500
1165,4,674457.4200
1165,5,711143.2500
1165,6,717578.3200
1165,7,752244.4300
1165,8,698656.3400
1165,9,638962.4900
1166,3,442145.9000
1166,4,509666.4200
1166,5,584270.0100
1166,6,621053.4600
1166,7,620316.0100
1166,8,573904.5000
1166,9,528856.0700
1167,3,427040.7700
1167,4,494264.3900
1167,5,578945.4900
1167,6,583348.8200
1167,7,573520.1100
1167,8,530288.7800
1167,9,485667.2800
1168,3,320181.3000
1168,4,375805.6300
1168,5,441073.3800
1168,6,400244.6600
1168,7,413964.7200
1168,8,355882.7900
1168,9,337855.7100
1169,3,348158.4600
1169,4,430602.8500
1169,5,457370.2200
1169,6,449835.8500
1169,7,440171.6800
1169,8,407252.1100
1169,9,381939.9600
1170,3,325300.9500
1170,4,400646.1900
1170,5,445398.6900
1170,6,437324.0000
1170,7,420578.8200
1170,8,394384.2800
1170,9,347246.4300
1171,3,414438.5900
1171,4,510980.8400
1171,5,550494.9600
1171,6,556040.5600
1171,7,538154.7800
1171,8,493163.8200
1171,9,442735.3600
1172,3,403958.6600
1172,4,467425.2900
1172,5,515794.9900
1172,6,496813.2800
1172,7,487720.6400
1172,8,444182.2100
1172,9,407579.8600
1173,3,365130.3500
1173,4,435817.3400
1173,5,473636.4400
1173,6,458193.9100
1173,7,454798.6500
1173,8,403240.0500
1173,9,370022.5700
1174,3,321177.4800
1174,4,354475.1600
1174,5,424051.6900
1174,6,456998.8000
1174,7,479671.6300
1174,8,400179.5500
1174,9,355729.3100
1175,3,356022.2600
1175,4,367429.3100
1175,5,396407.2300
1175,6,453198.5700
1175,7,456615.9200
1175,8,410201.3100
1175,9,375443.2800
1176,3,247045.5200
1176,4,257405.2500
1176,5,287066.9200
1176,6,325280.7100
1176,7,338911.1100
1176,8,303597.8000
1176,9,274626.1500
1177,3,225842.3200
1177,4,241477.8500
1177,5,286073.6800
1177,6,332802.2200
1177,7,327853.5600
1177,8,308513.3200
1177,9,270291.3300
1178,3,203166.9700
1178,4,216985.7000
1178,5,246181.1600
1178,6,249891.6100
1178,7,251495.1200
1178,8,230060.5200
1178,9,206375.4900
1179,3,205139.7400
1179,4,228309.2200
1179,5,259624.9400
1179,6,268754.1500
1179,7,249574.0200
1179,8,218698.0900
1179,9,196120.4800
1180,3,169317.3800
1180,4,173085.6600
1180,5,179619.8500
1180,6,180871.7200
1180,7,169124.1200
1180,8,153985.2600
1180,9,144444.1400
1181,3,237882.2000
1181,4,250822.8700
1181,5,263866.9800
1181,6,258142.5800
1181,7,248690.3700
1181,8,213738.4600
1181,9,192487.8400
1182,3,218151.1500
1182,4,235342.0600
1182,5,258442.6700
1182,6,287928.6500
1182,7,283564.5900
1182,8,243974.3900
1182,9,222213.6900
1183,3,184298.5200
1183,4,200915.3400
1183,5,218096.7600
1183,6,270968.3700
1183,7,259806.6200
1183,8,223926.0700
1183,9,198672.0700
1184,3,188000.7000
1184,4,195667.3600
1184,5,216687.5200
1184,6,235499.3700
1184,7,252399.2600
1184,8,224866.5300
1184,9,188764.0300
1185,3,136161.2900
1185,4,151529.6800
1185,5,169115.8300
1185,6,158285.5700
1185,7,159100.6400
1185,8,132706.1300
1185,9,114297.1800
1186,3,113624.7300
1186,4,115505.6100
1186,5,127744.5100
1186,6,174390.4000
1186,7,180533.5400
1186,8,158402.3400
1186,9,146467.2500
1187,3,111455.7400
1187,4,117112.8200
1187,5,129750.9000
1187,6,121002.1500
1187,7,130347.8700
1187,8,103199.6300
1187,9,98301.5700
1188,3,103357.8800
1188,4,113559.8300
1188,5,126566.5700
1188,6,118913.1700
1188,7,119458.3500
1188,8,92187.4300
1188,9,94820.5800
1189,3,121188.9200
1189,4,122620.2300
1189,5,140322.1600
1189,6,137617.4200
1189,7,131270.3700
1189,8,108978.9200
1189,9,106572.5700
1190,3,78131.6000
1190,4,75547.9500
1190,5,77599.8900
1190,6,77707.3900
1190,7,76366.3900
1190,8,70573.4400
1190,9,65614.6400
1191,3,105941.7700
1191,4,104851.2800
1191,5,118140.3200
1191,6,118412.4200
1191,7,113264.8200
1191,8,104889.8600
1191,9,100006.9600
1192,3,47923.1400
1192,4,50445.1600
1192,5,56866.2300
1192,6,53112.5600
1192,7,51985.4100
1192,8,45180.0700
1192,9,41320.6000
1193,3,33041.1300
1193,4,39417.2600
1193,5,46066.2000
1193,6,44076.2800
1193,7,38739.5800
1193,8,32305.1000
1193,9,29202.1000
1194,3,34183.9500
1194,4,34789.0000
1194,5,43353.2800
1194,6,41929.0700
1194,7,35835.9400
1194,8,30159.1600
1194,9,32756.6400
1195,3,38682.4600
1195,4,39189.8300
1195,5,43416.2700
1195,6,60776.9700
1195,7,53282.7800
1195,8,47445.0000
1195,9,46302.5900
1198,6,787.1700
1200,3,329.4000
1200,4,489.1500
1200,8,1144.6500
1200,9,329.4000
1201,3,3176865.8500
1201,4,3089788.7100
1201,5,2973505.9100
1201,6,2731949.1000
1201,7,2884639.8000
1201,8,2820311.3500
1201,9,2676136.7200
1202,3,2611492.9800
1202,4,2557264.1100
1202,5,2470476.8900
1202,6,2298532.0100
1202,7,2456727.9000
1202,8,2385868.2900
1202,9,2305802.7100
1203,3,2663175.4100
1203,4,2602859.1300
1203,5,2514243.3900
1203,6,2306087.1000
1203,7,2497991.8600
